T_tomo_K,Omega_q_over_2pi_Hz,curve,point_index,param_angle_rad,X_q,P_q
0.001,0.1,sn_init,285,2.4870941840919194,0.44278181456827004,1.8998921669417599
0.001,0.1,sn_init,286,2.4958208303518914,0.4422168988582461,1.8777597890788922
0.001,0.1,sn_init,287,2.504547476611863,0.4416183066192617,1.855484412538045
0.001,0.1,sn_init,288,2.5132741228718345,0.44098608343643364,1.8330677336753831
0.001,0.1,sn_init,289,2.522000769131806,0.44032027745600477,1.8105114596077911
0.001,0.1,sn_init,290,2.530727415391778,0.4396209393816783,1.7878173080828688
0.001,0.1,sn_init,291,2.5394540616517496,0.43888812247075637,1.7649870073481213
0.001,0.1,sn_init,292,2.548180707911721,0.4381218825300838,1.742022296019339
0.001,0.1,sn_init,293,2.5569073541716927,0.4373222779117986,1.718924922948201
0.001,0.1,sn_init,294,2.5656340004316642,0.4364893695088885,1.6956966470890926
0.001,0.1,sn_init,295,2.5743606466916362,0.43562322075055293,1.6723392373651504
0.001,0.1,sn_init,296,2.5830872929516078,0.43472389759737334,1.6488544725335594
0.001,0.1,sn_init,297,2.5918139392115793,0.4337914685362897,1.6252441410500853
0.001,0.1,sn_init,298,2.600540585471551,0.43282600457538506,1.6015100409328815
0.001,0.1,sn_init,299,2.609267231731523,0.43182757923847803,1.577653979625562
0.001,0.1,sn_init,300,2.6179938779914944,0.4307962685595235,1.5536777738595584
0.001,0.1,sn_init,301,2.626720524251466,0.4297321510768226,1.5295832495157682
0.001,0.1,sn_init,302,2.6354471705114375,0.4286353078270416,1.5053722414855044
0.001,0.1,sn_init,303,2.644173816771409,0.42750582233904044,1.481046593530766
0.001,0.1,sn_init,304,2.652900463031381,0.426343780627512,1.4566081581438242
0.001,0.1,sn_init,305,2.6616271092913526,0.42514927118643175,1.432058796406153
0.001,0.1,sn_init,306,2.670353755551324,0.4239223849823184,1.4074003778466944
0.001,0.1,sn_init,307,2.6790804018112957,0.42266321544730634,1.382634780299491
0.001,0.1,sn_init,308,2.6878070480712677,0.42137185847203074,1.3577638897606779
0.001,0.1,sn_init,309,2.6965336943312392,0.420048412398325,1.3327896002448643
0.001,0.1,sn_init,310,2.705260340591211,0.4186929780117317,1.3077138136408875
0.001,0.1,sn_init,311,2.7139869868511823,0.417305658533827,1.2825384395669819
0.001,0.1,sn_init,312,2.722713633111154,0.4158865596143604,1.2572653952253536
0.001,0.1,sn_init,313,2.731440279371126,0.4144357893232088,1.231896605256177
0.001,0.1,sn_init,314,2.7401669256310974,0.4129534581421469,1.2064340015910295
0.001,0.1,sn_init,315,2.748893571891069,0.4114396789564332,1.180879523305762
0.001,0.1,sn_init,316,2.7576202181510405,0.4098945670462134,1.1552351164728336
0.001,0.1,sn_init,317,2.7663468644110125,0.40831824007774165,1.1295027340131099
0.001,0.1,sn_init,318,2.775073510670984,0.40671081809441967,1.1036843355471446
0.001,0.1,sn_init,319,2.7838001569309556,0.40507242350765493,1.0777818872459402
