Omega_q_over_2pi_Hz,qg_qm_total_delta_h1,qg_qm_total_delta_h2,qg_qm_total_delta_h3,qg_total_delta_h1,qg_total_delta_h2,qg_total_delta_h3,sn_qm_total_delta_h1,sn_qm_total_delta_h2,sn_qm_total_delta_h3,sn_total_delta_h1,sn_total_delta_h2,sn_total_delta_h3,sn_term_SN_delta_h1,sn_term_SN_delta_h2,sn_term_SN_delta_h3,sn_minus_qg_total_delta_h1,sn_minus_qg_total_delta_h2,sn_minus_qg_total_delta_h3
0.015622040849084069,24.112564929995056,-11.621443024564797,11.271707283624632,24.112564929995056,-11.621443024564797,11.271707283624632,24.112564929995056,-11.621443024564797,11.271707283624632,24.865116057892006,-9.5598248602346949,0.14157245858638209,0.75255112789695167,2.0616181643301061,-11.130134825038249,0.75255112789695033,2.0616181643301026,-11.130134825038251
0.015834655182844295,23.62944390486388,-11.466263109094083,11.196195042652123,23.62944390486388,-11.466263109094083,11.196195042652123,23.62944390486388,-11.466263109094083,11.196195042652123,24.336681940496995,-9.3938636806754534,0.072149230767454844,0.7072380356331156,2.0723994284186311,-11.124045811884669,0.70723803563311449,2.0723994284186293,-11.124045811884669
0.016050163175336873,23.155991019371417,-11.313143862193012,11.121183179688963,23.155991019371417,-11.313143862193012,11.121183179688963,23.155991019371417,-11.313143862193012,11.121183179688963,23.818276032913772,-9.2298482553078163,0.0037909420192681854,0.66228501354235747,2.0832956068851978,-11.117392237669694,0.66228501354235547,2.083295606885196,-11.117392237669694
0.016268604208952989,22.692013185146131,-11.162058224763985,11.04666848794623,22.692013185146131,-11.162058224763985,11.04666848794623,22.692013185146131,-11.162058224763985,11.04666848794623,23.309733640528343,-9.0677473238884154,-0.063493643054602117,0.61772045538220988,2.0943109008755734,-11.11016213100083,0.61772045538221221,2.0943109008755698,-11.110162131000832
0.016490018202074005,22.237321157178048,-11.01297948486663,10.97264777902884,22.237321157178048,-11.01297948486663,10.97264777902884,22.237321157178048,-11.01297948486663,10.97264777902884,22.810900564214517,-8.907528239848066,-0.12969438420950846,0.57357940703646837,2.1054512450185641,-11.102342163238349,0.57357940703646904,2.1054512450185641,-11.102342163238349
0.016714445616366251,21.791729457764646,-10.86588127349934,10.899117882888017,21.791729457764646,-10.86588127349934,10.899117882888017,21.791729457764646,-10.86588127349934,10.899117882888017,22.321620839756697,-8.7491874793858102,-0.19480016324410734,0.52989138199205466,2.1166937941135302,-11.093918046132124,0.52989138199205144,2.1166937941135302,-11.093918046132124
0.016941927464175117,21.355056301899531,-10.720737560381064,10.826075647731054,21.355056301899531,-10.720737560381064,10.826075647731054,21.355056301899531,-10.720737560381064,10.826075647731054,21.841742223420106,-8.59270376154271,-0.25880001807682118,0.48668592152057766,2.1280337988383486,-11.084875665807875,0.48668592152057499,2.128033798838354,-11.084875665807875
0.017172505316019666,20.927123525517661,-10.577522651188563,10.753517940669726,20.927123525517661,-10.577522651188563,10.753517940669726,20.927123525517661,-10.577522651188563,10.753517940669726,21.37112386058941,-8.4380563374877973,-0.32168475150831677,0.44400033507175102,2.1394663137007655,-11.075202692178042,0.44400033507174896,2.1394663137007655,-11.075202692178042
0.01740622130818938,20.507756507133884,-10.436211176686371,10.681441644211935,20.507756507133884,-10.436211176686371,10.681441644211935,20.507756507133884,-10.436211176686371,10.681441644211935,20.909623958679742,-8.2852525582626502,-0.38344178812733698,0.4018674515458549,2.1509586184237222,-11.064883432339272,0.40186745154585779,2.1509586184237204,-11.064883432339272
0.017643118150444191,20.09678411089622,-10.296778102189201,10.60984366306006,20.09678411089622,-10.296778102189201,10.60984366306006,20.09678411089622,-10.296778102189201,10.60984366306006,20.457094897497335,-8.1342438743169971,-0.44406203362647567,0.36031078660111132,2.1625342278722037,-11.053905696686536,0.36031078660111504,2.1625342278722037,-11.053905696686536
