temp_index,T_K,t_eval_s,omega_q_t_eval,free_fidelity,free_distinguishability,sn_init_h1,sn_init_h2,sn_init_h3,qg_init_h1,qg_init_h2,qg_init_h3
782,0.008633168407011584,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
783,0.008708130046439881,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
784,0.008783742576377996,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
785,0.008860011648496023,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
786,0.008936942963537402,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
787,0.00901454227174503,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
788,0.009092815373291025,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
789,0.009171768118710325,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
790,0.009251406409337939,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
791,0.00933173619775006,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
792,0.009412763488208993,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
793,0.00949449433711192,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
794,0.009576934853443624,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
795,0.00966009119923309,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
796,0.009743969590014076,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
797,0.00982857629528971,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
798,0.009913917639001103,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
799,0.01,0.0,0.0,1.0,0.0,0.2,1.0,10.0,0.2,1.0,10.0
