branch_id,temp_index,T_K,Omega_q_over_2pi_Hz,det_V_SN_recon,iterations
1.0,126.0,2.9722912583463673e-05,4.727680235357195,1.544317508503564e-05,1.0
1.0,126.5,2.9851675422628877e-05,4.683663516347301,1.8583789711956637e-05,1.0
1.0,127.0,2.9980996076197477e-05,4.640430646471157,2.6466978235197335e-05,1.0
1.0,127.5,3.011087696068115e-05,4.597450885813227,1.9116790222763467e-05,1.0
1.0,128.0,3.0241320503060226e-05,4.55510088297019,2.1035780838054715e-05,1.0
1.0,128.5,3.0372329140828968e-05,4.513116745410166,1.896074480872076e-05,1.0
1.0,129.0,3.050390532204107e-05,4.471610791536822,1.1175444827277166e-05,1.0
1.0,129.5,3.063605150535548e-05,4.430710097508327,9.212656126476148e-06,1.0
1.0,130.0,3.076877016008233e-05,4.39003828178197,2.8386468635366226e-06,1.0
1.0,130.5,3.090206376622903e-05,4.350173753457067,1.7167587051476417e-05,1.0
1.0,131.0,3.1035934814546705e-05,4.310711749334196,1.6097850040856702e-05,1.0
1.0,131.5,3.117038580657669e-05,4.271598289218005,1.3751704953103666e-05,1.0
1.0,132.0,3.13054192546972e-05,4.233055022246049,2.1586358243342776e-05,1.0
1.0,132.5,3.1441037682170345e-05,4.19474982103217,1.9790492948080896e-05,1.0
1.0,133.0,3.157724362318932e-05,4.157061120793584,1.826095162693663e-05,1.0
1.0,133.5,3.1714039622925744e-05,4.119621523057194,1.7368781197351006e-05,1.0
1.0,134.0,3.185142823757712e-05,4.08277889387423,2.473431863050585e-05,1.0
1.0,134.5,3.198941203441468e-05,4.046147238636313,1.5359298079503795e-05,1.0
1.0,135.0,3.2127993591831375e-05,4.009946403772385,3.312510853374656e-06,1.0
1.0,135.5,3.2267175499390005e-05,3.974344611831722,9.089640235208308e-06,1.0
1.0,136.0,3.240696035787167e-05,3.938902287121495,6.132135486203958e-06,1.0
1.0,136.5,3.2547350779324355e-05,3.9041931824533957,1.911510649411924e-05,1.0
1.0,137.0,3.2688349387111645e-05,3.869667434970845,2.139241762077014e-05,1.0
1.0,137.5,3.282995881596181e-05,3.8355883318490056,1.8815872113913172e-05,1.0
1.0,138.0,3.297218171201712e-05,3.8019897241998497,2.0180233440372176e-05,1.0
1.0,138.5,3.3115020732883215e-05,3.768471934236344,8.24283219777947e-06,1.0
1.0,139.0,3.325847854767869e-05,3.7357307834893745,3.5284539480507457e-05,1.0
1.0,139.5,3.340255783708506e-05,3.7029845696957158,2.3007992317672987e-05,1.0
1.0,140.0,3.354726129339691e-05,3.670813695468121,2.0405586531200458e-05,1.0
1.0,140.5,3.3692591620572114e-05,3.6389137096715025,1.0354258695317202e-05,1.0
1.0,141.0,3.383855153428233e-05,3.6073675105648553,3.109512100924008e-06,1.0
1.0,141.5,3.398514376196383e-05,3.576262843783478,2.5413526803515323e-05,1.0
1.0,142.0,3.413237104286842e-05,3.545394273843017,1.1439211154383146e-05,1.0
1.0,142.5,3.428023612811461e-05,3.5149676764155267,-4.00944315452737e-06,1.0
1.0,143.0,3.4428741780739124e-05,3.4849653901741258,2.320884560150448e-05,1.0
1.0,143.5,3.457789077574845e-05,3.45507270208369,2.195782299868045e-05,1.0
1.0,144.0,3.472768590017064e-05,3.4257524924043667,2.8082815694411823e-05,1.0
1.0,144.5,3.487812995310744e-05,3.3966273615389317,2.0197093212706884e-05,1.0
1.0,145.0,3.5029225745786674e-05,3.3677260113024587,2.1648121165626198e-05,1.0
1.0,145.5,3.5180976101614716e-05,3.3392190028522037,1.3195910083262416e-05,1.0
1.0,146.0,3.533338385622916e-05,3.310940311011155,2.5188964484752325e-06,1.0
1.0,146.5,3.548645185755193e-05,3.2831915641831144,2.262354742306613e-05,1.0
1.0,147.0,3.564018296584244e-05,3.2555725696306865,1.1435698653997946e-05,1.0
1.0,147.5,3.579458005375102e-05,3.2284723361538727,2.2890033294788983e-05,1.0
1.0,148.0,3.5949646006372715e-05,3.201574010276066,2.404888126177419e-05,1.0
1.0,148.5,3.610538372130109e-05,3.1748088680245927,1.655795551657888e-05,1.0
1.0,149.0,3.626179610868235e-05,3.148527236820347,2.4618735831657915e-05,1.0
1.0,149.5,3.641888609126973e-05,3.1224393190926008,2.553569926784362e-05,1.0
1.0,150.0,3.657665660447825e-05,3.096578475403721,1.0661918982944653e-05,1.0
1.0,150.5,3.673511059643944e-05,3.071081066309335,7.843991068600895e-06,1.0
1.0,151.0,3.68942510280564e-05,3.0458712062740223,1.2245537418482121e-05,1.0
1.0,151.5,3.705408087305919e-05,3.0209402841038724,-1.3430076639033558e-06,1.0
1.0,152.0,3.72146031180604e-05,2.996374628388512,2.0822965838392843e-05,1.0
1.0,152.5,3.7375820762610905e-05,2.9718930417926943,1.5126220621724639e-05,1.0
1.0,153.0,3.7537736819256036e-05,2.9478251179501274,2.868949988751717e-05,1.0
1.0,153.5,3.7700354313591794e-05,2.923814588678345,1.7682199569251266e-05,1.0
1.0,154.0,3.786367628432131e-05,2.9001572345225552,4.360912274405508e-06,1.0
1.0,154.5,3.8027705783311684e-05,2.876865164675127,2.0712770505396164e-05,1.0
1.0,155.0,3.8192445875651135e-05,2.853652071398668,8.65166349632057e-06,1.0
